-1.23635344e-02	-5.15584569e-04	-4.61757553e-04	-1.22016621e-02	-1.66472990e-01	0.00000000e+00	-7.51368119e-02	0.00000000e+00	
-5.17318172e-03	-2.42933171e-03	-5.16410327e-03	-2.30070725e-02	-9.59863703e-02	-2.84690389e-01	-7.51078191e-02	4.60392758e-03	
1.07969220e-01	5.58903756e-03	1.02376095e-02	-7.28879924e-02	-9.45172712e-01	-1.66341672e-02	9.33740018e-02	2.69002763e-04	
6.64831235e-02	4.02172731e-03	4.68744937e-03	-5.45904931e-02	-6.15406233e-01	-1.89975604e-01	2.79491018e-02	3.88196735e-03	
7.58752254e-02	1.31421251e-03	1.95783615e-03	-7.25226821e-02	-6.76018552e-01	-7.64292037e-02	5.40890344e-02	-8.09668935e-03	
4.65721617e-02	-1.74509895e-03	-2.63664608e-03	-5.74260349e-02	-4.78628316e-01	-1.32269623e-01	9.86188759e-03	-1.59061033e-02	
6.89874694e-02	1.43860034e-03	-1.19639271e-03	-4.01776226e-02	-6.48590244e-01	-6.57219778e-02	4.05337962e-02	4.00732719e-03	
7.50665325e-02	1.78869790e-03	-1.36251370e-03	-4.48414759e-02	-6.88294531e-01	-7.39101118e-02	5.04233558e-02	7.91050439e-03	
5.26571159e-02	5.18099295e-04	-1.61981676e-03	-4.79812347e-02	-5.22756377e-01	-1.02193260e-01	2.07802941e-02	8.83660354e-03	
7.66696698e-02	1.85820719e-03	-3.70716820e-04	-4.79038888e-02	-7.03443755e-01	-5.82587425e-02	5.45412882e-02	8.06749616e-03	
7.61029087e-02	8.55975881e-04	-2.10162590e-03	-5.14508593e-02	-7.00922510e-01	-3.09396728e-02	5.65927337e-02	8.53565196e-03	
7.66326621e-02	1.31925000e-03	-1.32621854e-03	-5.34106482e-02	-7.03415358e-01	-3.51489599e-02	5.78782448e-02	1.16926342e-02	
8.33784025e-02	2.05018122e-03	-1.81368384e-04	-5.31013471e-02	-7.54356617e-01	-2.64886090e-02	6.71486202e-02	1.35217555e-02	
9.78666649e-02	3.92545601e-03	2.42441279e-03	-4.91920229e-02	-8.61272823e-01	-1.32058699e-02	8.49218607e-02	1.96808656e-02	
1.04042598e-01	6.55682679e-03	5.49601836e-03	-4.76780297e-02	-8.96815289e-01	-1.94426451e-02	9.22610126e-02	3.96798087e-02	
6.20886851e-02	5.20079102e-03	4.92028257e-03	-5.01836250e-02	-5.83739293e-01	-9.35004563e-02	3.56250608e-02	3.96317279e-02	
8.10809663e-02	6.03591894e-03	1.05537341e-02	-5.38289663e-02	-7.12388169e-01	-8.12401024e-02	6.51915201e-02	9.48594670e-04	
3.29713779e-02	5.77849871e-04	4.76307980e-03	-5.04479834e-02	-3.56887669e-01	-1.21032359e-01	-4.53870116e-03	-7.00747602e-03	
1.16529985e-02	3.60485862e-03	4.21807630e-03	-5.68768387e-02	-1.84615673e-01	-9.07399561e-02	-1.49592834e-02	-5.91576276e-03	
7.63669450e-03	3.05196881e-03	6.05106797e-03	-5.80927066e-02	-1.50499156e-01	-1.02203010e-01	-2.05127973e-02	-2.49128732e-02	
2.87410011e-03	4.56290354e-03	6.92945082e-03	-6.20299128e-02	-1.10660564e-01	-9.64696158e-02	-2.27678365e-02	-1.59066664e-02	
-3.01193418e-02	-3.48449700e-03	3.57104119e-03	-6.59972045e-02	1.43455765e-01	-1.66254563e-01	-7.42325532e-02	-7.64183474e-02	
4.77597983e-03	-6.06358647e-03	1.20277616e-04	-6.57343755e-02	-1.34003074e-01	-1.20612889e-01	-3.49334708e-02	-7.52731836e-02	
3.15261286e-02	-1.58827255e-03	-5.34301649e-03	-6.97908742e-02	-3.02670038e-01	-1.01444115e-01	-2.77976342e-03	2.10814595e-02	
1.65045581e-02	3.55141342e-03	-1.74621601e-03	-7.24172401e-02	-1.57479761e-01	-1.51797479e-01	-2.08065531e-02	5.57301153e-02	
8.13583325e-03	3.66729511e-03	-4.38760720e-04	-7.64935351e-02	-1.18162187e-01	-1.25270497e-01	-2.34926214e-02	3.75742399e-02	
3.35343486e-02	5.74815568e-03	3.46428295e-04	-7.45858118e-02	-2.95176133e-01	-1.12998868e-01	5.53231603e-03	6.28494309e-02	
3.18961573e-02	2.93120421e-03	-1.58987557e-03	-7.81945908e-02	-3.25179888e-01	-3.60319097e-02	1.29025494e-02	3.95250953e-02	
1.69532894e-02	6.03296409e-03	1.10993737e-03	-7.89720791e-02	-1.81234053e-01	-1.19799902e-01	-1.02148985e-02	6.13024890e-02	
2.56521571e-02	5.88716171e-03	1.45753234e-03	-7.86466101e-02	-2.54571777e-01	-9.80270004e-02	1.84719021e-03	5.59462243e-02	
3.09173500e-02	4.68699588e-03	6.88906691e-05	-7.88990441e-02	-3.07351168e-01	-7.72650229e-02	8.98669181e-03	5.17443345e-02	
1.55287531e-02	6.41028883e-03	1.38940804e-03	-8.02212701e-02	-1.61874993e-01	-1.37925074e-01	-1.32637794e-02	6.57540540e-02	
2.43809951e-02	5.33003087e-03	1.37307146e-03	-8.17119713e-02	-2.70638587e-01	-5.00456682e-02	8.39204640e-03	4.57828516e-02	
3.02485922e-02	6.83177599e-03	4.09265363e-03	-8.10504098e-02	-3.04314812e-01	-4.58716814e-02	1.77058850e-02	4.63636030e-02	
1.82186489e-02	8.21723274e-03	5.45557984e-03	-8.25694882e-02	-2.00215034e-01	-7.19558892e-02	3.81677399e-03	5.37404571e-02	
3.85808231e-02	8.33517499e-03	6.74722948e-03	-7.96703060e-02	-3.54011416e-01	-5.87777160e-02	2.70067972e-02	4.45027015e-02	
1.76228997e-02	1.07412350e-02	8.97332134e-03	-8.19611689e-02	-1.83976585e-01	-8.43031455e-02	5.30665120e-03	5.70080621e-02	
1.77032736e-02	1.26394390e-02	1.15605211e-02	-8.24695678e-02	-1.87317867e-01	-6.96594400e-02	1.02265207e-02	5.86777684e-02	
1.27202257e-02	1.20472288e-02	1.51669485e-02	-8.47368004e-02	-1.48849358e-01	2.91582210e-03	1.57945334e-02	2.16875192e-02	
-3.67964580e-03	1.23876734e-02	1.49677576e-02	-8.67820984e-02	8.76670574e-03	-7.02169258e-02	-1.03724251e-02	3.17056933e-02	
2.64128976e-03	1.33308028e-02	1.67674689e-02	-8.66855087e-02	-2.91786712e-02	-7.78791938e-02	-3.18008309e-03	2.97706543e-02	
-1.76892649e-02	1.72287444e-02	2.69108118e-02	-9.25558173e-02	1.29728723e-01	4.96517427e-03	-8.56402783e-03	-1.30999933e-02	
-4.06770436e-02	2.00911189e-02	3.14593756e-02	-9.75828575e-02	3.65260461e-01	-7.49886409e-02	-4.34829885e-02	-2.56142992e-02	
-1.22234993e-01	1.44473576e-02	4.84613222e-02	-1.12509542e-01	1.01235916e+00	-1.66224617e-01	-1.33804832e-01	-2.74119424e-01	
-1.26249073e-02	3.15934306e-03	6.07130947e-03	-1.06595949e-01	1.11663475e-01	-9.59455218e-02	-3.40998853e-02	-2.05529989e-02	
-3.37470542e-02	1.08864758e-02	1.57678240e-02	-1.10057613e-01	3.08174508e-01	-1.41845409e-01	-5.39725453e-02	5.75613103e-03	
-5.09651707e-02	1.18614163e-02	2.03438138e-02	-1.17769871e-01	5.35918131e-01	-1.21931483e-01	-6.47379778e-02	-3.47006460e-02	
-3.90488167e-02	8.88919743e-03	1.52129334e-02	-1.21024989e-01	4.18495989e-01	-8.87755828e-02	-5.09913216e-02	-2.23021493e-02	
-5.82898991e-02	1.13423350e-02	2.09718129e-02	-1.26676676e-01	5.94829518e-01	-1.01932886e-01	-6.73466410e-02	-3.56199993e-02	
-6.42937160e-02	6.52051503e-03	1.29261702e-02	-1.33137646e-01	6.29764543e-01	-9.95137183e-02	-7.70567389e-02	-2.75176275e-02	
-4.92912097e-02	3.31513483e-03	7.75711057e-03	-1.35528894e-01	4.63042439e-01	-7.99025009e-02	-6.13695461e-02	-1.26265342e-02	
-5.75736275e-02	4.06980375e-04	5.06390311e-03	-1.39945215e-01	5.00047619e-01	-1.01174125e-01	-7.24335680e-02	-1.62761695e-02	
-1.00085555e-01	2.47816527e-03	8.50819946e-03	-1.47466523e-01	8.55245806e-01	-1.98402431e-01	-1.24437708e-01	-3.31856859e-02	
-4.24710811e-02	-7.80228636e-04	2.27975402e-03	-1.45468960e-01	3.67122315e-01	-1.00806397e-01	-5.65224966e-02	-1.94337723e-02	
