0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	
2.50380075e+42	5.62581152e+42	1.55078604e+42	7.26838937e+41	-9.11487806e+42	2.90735575e+43	3.24923980e+42	1.07976096e+43	4.27531552e+42	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.67344825e-02	0.00000000e+00	
6.23447523e+99	1.40082962e+100	3.86146429e+99	1.80983225e+99	-2.26960878e+100	7.23932902e+100	8.09062185e+99	2.68860969e+100	1.06455551e+100	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.46072114e-02	0.00000000e+00	
1.55238716e+157	3.48807212e+157	9.61506362e+156	4.50649053e+156	-5.65133616e+157	1.80259621e+158	2.01456851e+157	6.69465033e+157	2.65074804e+157	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.27503569e-02	0.00000000e+00	
nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.11295439e-02	0.00000000e+00	
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	

