1.28890385e-01	3.99051441e-02	
5.12502005e-02	7.17811766e-03	
4.99227042e-02	7.71420390e-02	
2.40000000e-01	3.40791652e-12	
8.67167138e-01	2.40315750e-03	
2.48826059e+01	1.40364985e+00	
1.00000000e-01	1.42049915e-12	
4.89487827e-05	3.49245753e-02	
6.59232633e-01	1.41441656e-02	
5.75773605e-02	9.01426988e-03	
1.44483241e+00	6.58374823e-02	
6.74068171e-01	2.54166795e-02	
9.30149282e-01	8.38129874e-03	
9.92536595e-01	3.95883180e-03	
1.99478593e-02	1.84683209e-03	
1.13034213e-01	1.48621920e-02	
1.64725072e-01	2.11347392e-02	
3.22449851e-03	8.25203727e-05	
3.86000000e+00	5.48503704e-11	
1.43550000e+00	2.03911805e-11	
2.39974012e-02	4.29585726e-03	

