0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	
-3.82664632e-03	6.30815665e-04	4.94422824e-04	-5.79820202e-03	9.86879913e-03	-2.31928081e-01	-7.70862032e-03	-1.03477879e-03	-1.01429215e-02	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.15096379e-02	0.00000000e+00	
-4.55907316e-03	1.53045792e-03	2.74413380e-04	-2.63921556e-03	6.19755450e-03	1.20561256e-01	-2.42969652e-03	4.83758678e-03	-1.36595795e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.00039010e-02	0.00000000e+00	
-4.93289980e-03	1.13651761e-03	1.13123166e-04	-8.77273002e-04	4.44558375e-03	6.78384869e-02	-3.69443047e-03	3.82051679e-03	-4.02765623e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	8.69515070e-03	0.00000000e+00	
-4.92722791e-03	9.38261310e-04	1.36253562e-05	3.14387947e-04	3.18838280e-03	4.67891650e-02	-4.04708574e-03	3.24813812e-03	-5.04807923e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	7.55761632e-03	0.00000000e+00	
-4.66139876e-03	7.46904201e-04	-6.34603361e-05	1.22514982e-03	2.32104445e-03	3.67448631e-02	-3.95672089e-03	2.77285691e-03	-5.30549210e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	6.56889874e-03	0.00000000e+00	
-4.24081992e-03	5.39381948e-04	-1.42664123e-04	1.97290656e-03	1.71401038e-03	3.11354191e-02	-3.63876478e-03	2.33643042e-03	-5.17473781e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	5.70952915e-03	0.00000000e+00	
-3.74030970e-03	3.37453591e-04	-2.28314487e-04	2.60595724e-03	1.26022600e-03	2.72949340e-02	-3.21213236e-03	1.94960131e-03	-4.84951307e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	4.96258572e-03	0.00000000e+00	
-3.20928894e-03	1.55877654e-04	-3.16253754e-04	3.14710589e-03	9.00431152e-04	2.42519033e-02	-2.74193706e-03	1.61870598e-03	-4.43074578e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	4.31336041e-03	0.00000000e+00	
-2.67918883e-03	-1.15472094e-06	-4.01373548e-04	3.61069450e-03	6.05484110e-04	2.16906501e-02	-2.26444755e-03	1.34014105e-03	-3.97335916e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	3.74906936e-03	0.00000000e+00	
-2.16926567e-03	-1.34883026e-04	-4.80187650e-04	4.00818769e-03	3.60047794e-04	1.95104223e-02	-1.80030708e-03	1.10633019e-03	-3.50904442e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	3.25860112e-03	0.00000000e+00	
-1.69063221e-03	-2.48306956e-04	-5.51016715e-04	4.34963379e-03	1.54399816e-04	1.76660318e-02	-1.36120830e-03	9.09572998e-04	-3.05680703e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	2.83229789e-03	0.00000000e+00	
-1.24898814e-03	-3.44577965e-04	-6.13473916e-04	4.64391129e-03	-1.87429418e-05	1.61207336e-02	-9.53379266e-04	7.43347904e-04	-2.62801497e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	2.46176536e-03	0.00000000e+00	
-8.46476954e-04	-4.26483604e-04	-6.67928410e-04	4.89873908e-03	-1.65284898e-04	1.48370230e-02	-5.79565266e-04	6.02439868e-04	-2.22908418e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	2.13970737e-03	0.00000000e+00	
-4.82956653e-04	-4.96360187e-04	-7.15120316e-04	5.12070888e-03	-2.90103468e-04	1.37775310e-02	-2.40262685e-04	4.82716839e-04	-1.86310535e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.85978230e-03	0.00000000e+00	
-1.56870400e-04	-5.56137554e-04	-7.55924131e-04	5.31537160e-03	-3.97210971e-04	1.29072179e-02	6.54624898e-05	3.80872210e-04	-1.53093111e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.61647814e-03	0.00000000e+00	
1.34159918e-04	-6.07409129e-04	-7.91217506e-04	5.48735669e-03	-4.89879018e-04	1.21947750e-02	3.39415069e-04	2.94218512e-04	-1.23193963e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.40500401e-03	0.00000000e+00	
3.92933525e-04	-6.51495849e-04	-8.21815787e-04	5.64050112e-03	-5.70755802e-04	1.16131340e-02	5.83885969e-04	2.20538263e-04	-9.64578468e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.22119577e-03	0.00000000e+00	
6.22405747e-04	-6.89498044e-04	-8.48444665e-04	5.77797341e-03	-6.41975444e-04	1.11393928e-02	8.01390462e-04	1.57978749e-04	-7.26749745e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.06143406e-03	0.00000000e+00	
8.25517121e-04	-7.22336384e-04	-8.71733674e-04	5.90238519e-03	-7.05254882e-04	1.07544445e-02	9.94493866e-04	1.04977063e-04	-5.16078623e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00	9.22573009e-04	0.00000000e+00	

