0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	
0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	
1.85122210e-02	-1.89838391e-04	1.97731524e-03	5.03661121e-03	4.79256246e-03	-1.23076255e-02	1.33360957e-02	2.21448595e-03	
3.05157229e-02	1.81219425e-03	1.71205067e-03	-1.01346526e-02	8.35432921e-03	-1.58386495e-02	2.27306082e-02	1.87531759e-02	
3.80644380e-02	1.66649262e-03	1.53881224e-03	-8.07854462e-03	6.82520810e-03	-3.69442534e-02	2.54668935e-02	1.63730068e-02	
3.13479588e-02	2.13449146e-03	6.41227715e-04	-7.91646569e-03	3.74085871e-03	-3.31484943e-02	2.05159216e-02	1.57800568e-02	
4.22899271e-02	3.90281076e-03	-8.62164787e-04	-7.98437566e-03	-1.58482961e-03	-3.09068569e-02	2.99966885e-02	2.35876448e-02	
4.11351906e-02	2.18562398e-03	-7.50815404e-04	-1.66301560e-03	-3.67478691e-03	-2.61906520e-02	2.98279637e-02	9.88290729e-03	
4.07835455e-02	1.69311709e-03	-1.39635045e-05	3.71297675e-04	-2.39654312e-03	-2.44948644e-02	2.98201804e-02	5.29335219e-03	
4.78902756e-02	1.20230963e-03	-1.19433068e-04	1.18293142e-02	-6.84093048e-03	-2.89367547e-02	3.49873451e-02	1.16366341e-03	
5.11743492e-02	1.85444828e-03	-1.68879392e-03	2.08724559e-02	-1.51742348e-02	-1.35132538e-02	4.03102088e-02	1.09210786e-03	
5.46131407e-02	7.46088267e-04	-1.08617030e-03	2.64832286e-02	-1.59748836e-02	-4.32546761e-03	4.47145313e-02	-7.23199629e-03	
6.11042964e-02	6.70039513e-05	-6.91314500e-04	2.64638562e-02	-1.60643558e-02	4.86412919e-03	5.16588842e-02	-1.40316633e-02	
7.67424971e-02	-3.85403810e-04	-8.12496393e-06	2.98489724e-02	-1.73003300e-02	1.05667483e-02	6.56284259e-02	-1.94642892e-02	
8.59483493e-02	-7.67159569e-04	1.29515592e-03	3.28967201e-02	-1.62588095e-02	2.60834358e-02	7.58941690e-02	-1.93482524e-02	
7.09860652e-02	5.17710125e-04	2.56427175e-03	3.12794953e-02	-1.10581936e-02	3.21100796e-02	6.44569291e-02	-1.59727925e-03	
6.43666562e-02	-2.14841296e-03	5.94752462e-03	2.94799765e-02	-2.80641151e-06	2.12077375e-02	5.71182109e-02	-9.47192765e-03	
5.31392458e-02	5.79298814e-04	5.28770682e-03	2.95159628e-02	-8.78546253e-04	2.32966421e-02	4.81272462e-02	8.96529220e-03	
3.51387960e-02	1.17639034e-03	5.16058377e-03	3.32426016e-02	-7.00295152e-04	1.79296428e-02	3.22485567e-02	1.94155044e-02	
3.34972221e-02	2.18782745e-03	6.31960038e-03	3.56464195e-02	1.52246776e-03	1.69324444e-02	3.07152042e-02	3.11706790e-02	
2.87803939e-02	2.10377404e-03	9.18097105e-03	3.70358063e-02	9.45864525e-03	2.78291296e-03	2.44141743e-02	3.86114820e-02	
3.30994087e-03	4.17762603e-03	5.60504373e-03	3.16818315e-02	3.56519096e-03	-8.73366978e-03	1.28724300e-03	4.43608102e-02	
8.46160280e-03	3.31546846e-03	1.92210976e-03	8.97416347e-03	4.24570109e-04	-1.64912265e-02	4.27083010e-03	2.55112672e-02	
1.47783604e-02	2.22899864e-03	6.04943194e-05	-1.43120622e-03	-1.87518840e-03	-1.21999675e-02	1.02474097e-02	1.28690396e-02	
1.78591495e-02	1.16921524e-03	6.61906302e-05	-1.16099175e-02	1.65144985e-03	-2.32478773e-02	1.09553149e-02	1.13159232e-03	
1.55284335e-02	1.28633223e-03	-3.30274269e-04	-1.33590349e-02	1.26575206e-03	-3.39362966e-02	7.22094109e-03	2.49883691e-03	
2.60670794e-02	2.03630380e-03	-7.99312926e-04	-1.31232816e-02	-1.71748112e-03	-2.70686417e-02	1.71430521e-02	5.76521973e-03	
2.04591024e-02	1.18503627e-03	-9.10518262e-04	-1.41326557e-02	-1.11330417e-03	-2.55789911e-02	1.27271060e-02	2.48756936e-03	
2.22588486e-02	1.54133672e-03	-6.44490978e-04	-1.46279652e-02	-7.33285511e-04	-3.70631164e-02	1.22958553e-02	2.51974776e-03	
2.54086451e-02	1.89090945e-03	-7.82413476e-04	-1.49834415e-02	-1.69075642e-03	-3.76849100e-02	1.48122216e-02	4.52148353e-03	
2.64550767e-02	2.05316982e-03	-1.06829765e-03	-1.54155015e-02	-2.82140554e-03	-3.58110683e-02	1.59976149e-02	5.45866381e-03	
2.16623042e-02	2.70850272e-03	-1.18190290e-03	-1.64260574e-02	-2.74705148e-03	-4.56459418e-02	1.03580326e-02	9.33076494e-03	
2.11797198e-02	2.18953103e-03	-3.25560640e-04	-1.63982316e-02	-2.77082507e-04	-3.44068541e-02	1.18440772e-02	9.96373860e-03	
2.58877640e-02	1.99111354e-03	9.31741448e-04	-1.58041278e-02	2.40120502e-03	-2.91483894e-02	1.66445633e-02	1.04966678e-02	
2.05265051e-02	2.23815962e-03	9.89576990e-04	-1.63309828e-02	2.95075125e-03	-3.61220793e-02	1.10125002e-02	1.15479623e-02	
3.40309438e-02	2.86159438e-03	1.86489272e-03	-1.56789367e-02	3.10388896e-03	-1.92330135e-02	2.50853796e-02	1.56597659e-02	
2.55996205e-02	3.13814304e-03	2.70279749e-03	-1.63141561e-02	6.42496075e-03	-2.67371413e-02	1.68097767e-02	1.99987446e-02	
2.39443629e-02	3.22701627e-03	3.97618946e-03	-1.66664213e-02	1.02426905e-02	-2.33303732e-02	1.60046751e-02	2.43384870e-02	
1.88422382e-02	2.86974693e-03	5.06012756e-03	-1.72799252e-02	1.42015208e-02	-2.23926471e-02	1.19169301e-02	2.55613809e-02	
1.03183184e-02	3.98944443e-03	4.78801757e-03	-1.90026715e-02	1.41800345e-02	-3.18755489e-02	3.23195133e-03	3.13414670e-02	
1.35630318e-02	5.45750676e-03	5.87875582e-03	-1.98522862e-02	1.63733361e-02	-2.53623707e-02	7.02559622e-03	4.37257953e-02	
3.12437535e-03	5.05231982e-03	9.41070244e-03	-2.19349042e-02	2.86309048e-02	-3.45753952e-02	-3.20721805e-03	5.16399264e-02	
-7.55423807e-03	7.60572720e-03	9.73384844e-03	-2.49428481e-02	3.04190611e-02	-4.60640377e-02	-1.40218741e-02	6.90404786e-02	
-4.64171884e-02	1.01072537e-02	1.47345282e-02	-3.11805153e-02	5.00412462e-02	-1.01967281e-01	-5.57467041e-02	9.78988279e-02	
-2.78820263e-02	9.69624753e-03	4.73418197e-03	-3.08426350e-02	1.85207375e-02	-6.88863130e-02	-3.47686059e-02	6.55633737e-02	
-2.81652797e-02	1.09781502e-02	1.01299228e-02	-3.38028120e-02	3.27452665e-02	-7.63329343e-02	-3.62549312e-02	7.69174139e-02	
-4.15906156e-02	1.34825770e-02	1.92474712e-02	-3.94876441e-02	5.84703376e-02	-9.47549775e-02	-5.05194530e-02	9.46843932e-02	
-4.76733196e-02	1.30162153e-02	1.59449552e-02	-4.29270671e-02	4.97184023e-02	-8.79210607e-02	-5.44328391e-02	6.56838851e-02	
-5.49023058e-02	1.47117445e-02	2.15141522e-02	-4.87258354e-02	6.58323703e-02	-8.97570417e-02	-6.07560819e-02	6.36789281e-02	
-6.85210293e-02	1.40047906e-02	1.67432238e-02	-5.33743315e-02	5.55564190e-02	-9.33597772e-02	-7.26926423e-02	3.78515722e-02	
-6.62793229e-02	1.10747060e-02	1.39849267e-02	-5.65504777e-02	4.94148546e-02	-9.25562869e-02	-7.06924811e-02	1.02155778e-03	
