0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	
3.27655650e-04	-4.86926399e-03	-2.55339063e-03	1.18082481e-04	6.51756660e-03	-3.39546363e-02	-5.28982186e-03	-2.27189261e-02	0.00000000e+00	3.86779356e-02	0.00000000e+00	0.00000000e+00	
5.33278710e-04	-5.29663501e-03	-4.73457143e-03	9.49700493e-04	-3.39305925e-03	-2.57626800e-03	2.37500970e-05	3.35066239e-03	0.00000000e+00	3.59590709e-02	0.00000000e+00	0.00000000e+00	
6.37444479e-04	-4.83460410e-03	-6.42302468e-03	1.86514459e-03	-1.24646083e-02	4.13613575e-03	1.21073811e-03	1.52467736e-02	0.00000000e+00	3.34313288e-02	0.00000000e+00	0.00000000e+00	
7.07398391e-04	-4.06647437e-03	-7.65310861e-03	2.84350703e-03	-1.99163514e-02	9.91836795e-03	2.21670280e-03	2.48869158e-02	0.00000000e+00	3.10812742e-02	0.00000000e+00	0.00000000e+00	
7.58611570e-04	-3.19791236e-03	-8.45812487e-03	3.86357754e-03	-2.58641548e-02	1.47499105e-02	3.05121812e-03	3.24366642e-02	0.00000000e+00	2.88964167e-02	0.00000000e+00	0.00000000e+00	
7.94676861e-04	-2.32472888e-03	-8.88376354e-03	4.90459853e-03	-3.03641585e-02	1.86392736e-02	3.71868267e-03	3.79863116e-02	0.00000000e+00	2.68651437e-02	0.00000000e+00	0.00000000e+00	
8.17217520e-04	-1.50590661e-03	-8.98844804e-03	5.94722331e-03	-3.35110519e-02	2.16329305e-02	4.22806880e-03	4.16782673e-02	0.00000000e+00	2.49766590e-02	0.00000000e+00	0.00000000e+00	
8.28058276e-04	-7.80393721e-04	-8.83830673e-03	6.97444882e-03	-3.54590764e-02	2.38153184e-02	4.59473808e-03	4.37326855e-02	0.00000000e+00	2.32209253e-02	0.00000000e+00	0.00000000e+00	
8.29453730e-04	-1.69432990e-04	-8.50014750e-03	7.97233499e-03	-3.64105701e-02	2.53012848e-02	4.83939450e-03	4.44318942e-02	0.00000000e+00	2.15886108e-02	0.00000000e+00	0.00000000e+00	
8.23834660e-04	3.22205737e-04	-8.03497260e-03	8.93035457e-03	-3.65891064e-02	2.62220783e-02	4.98557689e-03	4.40851525e-02	0.00000000e+00	2.00710399e-02	0.00000000e+00	0.00000000e+00	
8.13482592e-04	7.02802711e-04	-7.49365895e-03	9.84133082e-03	-3.62106169e-02	2.67092583e-02	5.05675015e-03	4.29905236e-02	0.00000000e+00	1.86601466e-02	0.00000000e+00	0.00000000e+00	
8.00286035e-04	9.88695666e-04	-6.91526162e-03	1.07010416e-02	-3.54618842e-02	2.68813310e-02	5.07391172e-03	4.14060976e-02	0.00000000e+00	1.73484319e-02	0.00000000e+00	0.00000000e+00	
7.85630523e-04	1.19932178e-03	-6.32748179e-03	1.15076349e-02	-3.44899962e-02	2.68358489e-02	5.05420497e-03	3.95355850e-02	0.00000000e+00	1.61289243e-02	0.00000000e+00	0.00000000e+00	
7.70410088e-04	1.35346922e-03	-5.74844066e-03	1.22610008e-02	-3.34015064e-02	2.66471267e-02	5.01055464e-03	3.75269301e-02	0.00000000e+00	1.49951419e-02	0.00000000e+00	0.00000000e+00	
7.55115237e-04	1.46711539e-03	-5.18893916e-03	1.29622040e-02	-3.22677578e-02	2.63680714e-02	4.95204015e-03	3.54793912e-02	0.00000000e+00	1.39410587e-02	0.00000000e+00	0.00000000e+00	
7.39949380e-04	1.55263616e-03	-4.65463609e-03	1.36130299e-02	-3.11327877e-02	2.60341692e-02	4.88464632e-03	3.34542974e-02	0.00000000e+00	1.29610723e-02	0.00000000e+00	0.00000000e+00	
7.24939286e-04	1.61892598e-03	-4.14785341e-03	1.42156541e-02	-3.00212956e-02	2.56680213e-02	4.81209899e-03	3.14860184e-02	0.00000000e+00	1.20499740e-02	0.00000000e+00	0.00000000e+00	
7.10022308e-04	1.67197932e-03	-3.66892434e-03	1.47724218e-02	-2.89453609e-02	2.52834436e-02	4.73660961e-03	2.95912857e-02	0.00000000e+00	1.12029213e-02	0.00000000e+00	0.00000000e+00	
6.95106236e-04	1.71560889e-03	-3.21711881e-03	1.52857140e-02	-2.79094954e-02	2.48886978e-02	4.65945484e-03	2.77762342e-02	0.00000000e+00	1.04154122e-02	0.00000000e+00	0.00000000e+00	
6.80105089e-04	1.75211422e-03	-2.79123084e-03	1.57578726e-02	-2.69141232e-02	2.44887965e-02	4.58138417e-03	2.60412619e-02	0.00000000e+00	9.68326101e-03	0.00000000e+00	0.00000000e+00	

