1.22409185e-01	2.63990425e-02	
1.57093734e-02	1.38221071e-04	
2.08768391e+00	4.28613675e-01	
2.40000000e-01	4.24740582e-12	
8.36140550e-01	2.12783236e-06	
2.68331577e+01	4.12012849e+00	
1.00000000e-01	1.76945979e-12	
5.23595507e-01	8.51639329e-02	
7.25014590e-01	2.79611401e-02	
4.58105772e-02	9.16777279e-03	
1.77345138e+00	1.27813628e-01	
9.63771030e-01	1.92776408e-02	
9.29705021e-01	1.02716461e-02	
9.63644570e-01	6.95600490e-03	
2.94152559e-02	3.72027613e-03	
3.86779356e-02	1.58464584e-03	
6.16484995e-01	5.10639206e-02	
3.56909777e-03	7.23948320e-05	
3.86000000e+00	6.83102133e-11	
1.43550000e+00	2.54030359e-11	
2.35777501e-02	2.59254714e-03	

