2.37697439e-01	7.59195030e-02	
3.57147398e-02	8.46317414e-04	
4.15959509e-02	1.53418472e-01	
2.40000000e-01	4.68663384e-12	
8.51780078e-01	1.66285487e-03	
3.16678512e+01	1.09636678e+00	
1.00000000e-01	1.95250843e-12	
1.59163775e-03	6.33364141e-02	
6.60797467e-01	2.32881365e-02	
2.86559617e-02	8.97436153e-03	
1.26420713e+00	7.12951252e-02	
9.87137819e-01	1.72273798e-03	
8.80648647e-01	1.52426509e-02	
9.73411475e-01	1.37210398e-02	
5.83528648e-02	1.06900381e-02	
2.65800725e-01	5.06727895e-02	
3.63531396e-01	6.64609411e-02	
4.53969031e-03	2.61745653e-04	
3.86000000e+00	7.53760690e-11	
1.43550000e+00	2.80322031e-11	
4.32251378e-02	9.46675490e-03	

