1.06038593e-01	2.72099700e-02	
1.60335096e-01	3.41971229e-02	
3.06713293e+01	8.95585193e+00	
2.40000000e-01	3.47764161e-10	
8.33942443e-01	3.77301587e-03	
7.68322568e+00	1.40031223e+00	
1.00000000e-01	1.44864819e-10	
3.62388214e-01	1.92880490e-01	
1.94477806e-01	4.97034472e-02	
2.98436386e-13	1.71984445e-02	
2.12124521e+00	1.89264566e-01	
9.66804988e-01	5.84074010e-03	
9.06024837e-01	1.50621794e-02	
9.82587736e-01	6.90033263e-03	
1.04184252e-02	3.01876124e-04	
2.05728146e-02	2.09180962e-03	
9.25660349e-02	2.52371312e-02	
2.70806587e-03	3.13908171e-04	
3.86000000e+00	5.59213824e-09	
1.43550000e+00	2.07872282e-09	
1.19200000e-07	1.72692115e-16	

