2.73288771e-01	4.67852143e-02	
3.20380084e-02	3.65994973e-02	
1.11701482e-01	2.72215244e-01	
2.40000000e-01	8.36521666e-12	
8.32052203e-01	5.36539929e-06	
2.44255462e+01	4.92194566e+00	
1.00000000e-01	3.48206626e-12	
3.83001286e-02	6.22470421e-02	
6.81200597e-01	5.22188242e-02	
1.80200811e-01	1.32552311e-03	
1.70769263e+00	2.31713225e-01	
9.11120451e-01	2.67342967e-02	
9.35190191e-01	2.09759226e-02	
8.87504591e-01	2.72491779e-02	
5.53766906e-02	1.41705872e-02	
4.68219524e-02	2.60458670e-03	
6.79394403e-01	7.24657704e-01	
4.77952159e-03	1.90353034e-04	
3.86000000e+00	1.34504511e-10	
1.43550000e+00	5.00011622e-11	
3.01640438e-02	2.62137614e-03	

