2.25153274e-01	7.93305676e-02	
7.37664930e-02	5.46291807e-02	
8.16159819e-16	3.43584777e-01	
2.40000000e-01	2.37878882e-08	
8.41215515e-01	4.10827940e-03	
2.88067673e+01	6.53950954e+00	
1.00000000e-01	9.91683618e-09	
1.51425447e-11	6.53556609e-02	
6.15086881e-01	3.82239715e-02	
4.57231436e-02	2.64478141e-02	
1.29453533e+00	1.64375159e-01	
7.21225103e-01	4.86611657e-02	
9.13650254e-01	3.86851762e-02	
9.92414801e-01	8.95519449e-03	
2.06955580e-02	7.43124013e-03	
1.76024004e-01	1.40126190e-01	
1.80756540e-01	1.33381536e-01	
4.31512281e-03	2.01719059e-04	
3.86000000e+00	3.82609420e-07	
1.43550000e+00	1.42309973e-07	
1.19200000e-07	1.18205464e-14	

